fid,message,to_user,created_date,comments_count,shares_count,likes_count,total_int,emoji,hash_tag,url,text cleaned,readability
100001261711300_2107737812611589,"ĐỪNG ĐỂ KÍ ỨC TRẺ THƠ TRỞ NÊN XẤU XÍ VÌ NHÀ VỆ SINH BẨN!!!

Mình từng có 12 năm học phổ thông tại những trường công được coi là to đẹp rộng và trung tâm nhất ở HN nhưng cũng chẳng có trải nghiệm vui vẻ gì với nhà vệ sinh. Và dẫu biết nhiều nhà vệ sinh trường học hiện nay còn bẩn và không được quan tâm đúng mực, thế nhưng mình cũng không thể tưởng tượng được rằng thực trạng này lại có thể kinh hoàng đến thế, khi tham gia ""Thử thách 30 giây"" của VIM. Đến giờ, khi viết những dòng này, mình vẫn còn rất bàng hoàng, vì bản thân mình là một người đã làm mẹ và đã có 6 năm kinh nghiệm thay bỉm, dọn ""sản phẩm"" của các bạn nhỏ nhà mình, tưởng là có khả năng chịu đựng tốt hơn các em rất nhiều, vậy mà đã không thể hoàn thành nổi 30s của thử thách và cho đến bây giờ, mùi hôi nồng nặc cùng cảnh tượng trong nhà vệ sinh khi ấy vẫn còn đang ám ảnh mình...

Cứ nghĩ đến bao nhiêu các bạn học sinh không còn sự lựa chọn nào khác và phải sử dụng nhà vệ sinh bẩn hằng ngày như một điều hiển nhiên, mình thấy thực sự đau lòng... Thực tế là đã có không ít trường hợp các em còn gặp phải vấn đề về sức khoẻ, khi cố nhịn để không phải đi vệ sinh ở trường trong suốt ngày học, bởi nhà vệ sinh quá bẩn...

Mọi người hãy cùng Trang và VIM tham gia ""Chuyến hành trình vệ sinh học đường"" tại đây: http://bit.ly/CungVimGopToiletSachKhuan để mang đến những khu nhà vệ sinh sạch khuẩn cho các em học sinh nhé.",100001261711300,2018-11-14 17:00:00,12,11,290,313,[],[],['http://bit.ly/CungVimGopToiletSachKhuan'],đừng để kí ức trẻ thơ trở nên xấu xí vì nhà vệ sinh bẩn mình từng có năm học phổ thông tại những trường công được coi là to đẹp rộng và trung tâm nhất ở hn nhưng cũng chẳng có trải nghiệm vui vẻ gì với nhà vệ sinh và dẫu biết nhiều nhà vệ sinh trường học hiện nay còn bẩn và không được quan tâm đúng mực thế nhưng mình cũng không thể tưởng tượng được rằng thực trạng này lại có thể kinh hoàng đến thế khi tham gia thử thách giây của vim đến giờ khi viết những dòng này mình vẫn còn rất bàng hoàng vì bản thân mình là một người đã làm mẹ và đã có năm kinh nghiệm thay bỉm dọn sản phẩm của các bạn nhỏ nhà mình tưởng là có khả năng chịu đựng tốt hơn các em rất nhiều vậy mà đã không thể hoàn thành nổi của thử thách và cho đến bây giờ mùi hôi nồng nặc cùng cảnh tượng trong nhà vệ sinh khi ấy vẫn còn đang ám ảnh mình cứ nghĩ đến bao nhiêu các bạn học sinh không còn sự lựa chọn nào khác và phải sử dụng nhà vệ sinh bẩn hằng ngày như một điều hiển nhiên mình thấy thực sự đau lòng thực tế là đã có không ít trường hợp các em còn gặp phải vấn đề về sức khỏe khi cố nhịn để không phải đi vệ sinh ở trường trong suốt ngày học bởi nhà vệ sinh quá bẩn mọi người hãy cùng trang và vim tham gia chuyến hành trình vệ sinh học đường tại đây để mang đến những khu nhà vệ sinh sạch khuẩn cho các em học sinh nhé,17.25357068965517
100001261711300_2107593845959319,"Hồi xưa ngồi ở FTU, có 3 môn mình thích học nhất và đầu tư thời gian đọc sách, tìm hiểu cụ thể ngọn ngành nhất, là Triết, Kinh tế vĩ mô và Marketing.

Giờ mặc dù ra đi làm một ngành chẳng mấy liên quan đến kinh tế, nhưng chưa bao giờ cảm thấy tiếc thời gian dành cho những môn này ☺️ Vì thi thoảng sẽ được mở mang tầm mắt khi được dẫn dắt những chương trình như thế này: “Hội nghị các chủ nợ Châu Á” 😅 just joking ạ, tên chuẩn là “Hội nghị Diễn đàn các công ty quản lỹ tài sản công quốc tế” (IPAF). Hội nghị lần này sẽ bàn thảo về chủ đề “Củng cố an ninh tài chính Châu Á và giải pháp thực hiện”.

Được mặc áo dài truyền thống, tham gia hỗ trợ các sự kiện quốc tế, cảm giác lần nào cũng đặc biệt như nhau ☺️ ❤️

-----
Make up: Linh's House Makeup
Áo dài: NTK Lan Hương",100001261711300,2018-11-14 17:00:00,7,0,761,768,"['☺', '😅', '☺', '❤']",[],[],hồi xưa ngồi ở ftu có môn mình thích học nhất và đầu tư thời gian đọc sách tìm hiểu cụ thể ngọn ngành nhất là triết kinh tế vĩ mô và marketing giờ mặc dù ra đi làm một ngành chẳng mấy liên quan đến kinh tế nhưng chưa bao giờ cảm thấy tiếc thời gian dành cho những môn này vì thi thoảng sẽ được mở mang tầm mắt khi được dẫn dắt những chương trình như thế này hội nghị các chủ nợ châu á just joking ạ tên chuẩn là hội nghị diễn đàn các công ty quản lỹ tài sản công quốc tế ipaf hội nghị lần này sẽ bàn thảo về chủ đề củng cố an ninh tài chính châu á và giải pháp thực hiện được mặc áo dài truyền thống tham gia hỗ trợ các sự kiện quốc tế cảm giác lần nào cũng đặc biệt như nhau make up linh s house makeup áo dài ntk lan hương,12.483333333333333
100001261711300_2106737312711639,"Thứ 3 tuần sau - 20/11, là ngày Nhà giáo Việt Nam rồi ^^ Và không phải mỗi Việt Nam mới có Ngày tri ân các nhà giáo, ở Mỹ cũng có ""National Teacher Day"" vào ngày thứ 3 tuần đầu tiên của tháng 5 hàng năm, chính thức bắt đầu từ năm 1985! 😅

Không biết các bạn có giống mình không, nhưng hồi còn đi học, cảm giác của mình về ngày 20/11 chỉ đơn giản là có 1 ngày được thấy thầy cô giáo cười nhiều hơn bình thường, dễ tính và đáng yêu hơn bình thường, dễ xin xỏ nghỉ tiết để...hát hò vui chơi 😀 hoặc không thì tập duyệt văn nghệ rõ là mệt 😅 Nhưng càng lớn hơn, càng rời xa trường học, ra với trường đời, chỉ mong ngóng đến ngày 20/11 để bạn bè được tụ tập, và cả năm vùi đầu vào công việc thì có 1 vài ngày của tháng 11 để ngồi lại ôn lại bao nhiêu kỷ niệm ô mai bọ xít thật xa mà cũng rất đỗi gần gũi với các thầy cô giáo cũ...

Có thể đâu đó, mọi người cả phụ huynh, học sinh lẫn giáo viên đều đang khiến ngày này trở nên ""xấu xí"" và mất đi ý nghĩa ban đầu của nó... Nhưng mình tin rằng, với rất nhiều thế hệ giáo viên, học sinh, đây vẫn là một dịp tuyệt vời trong năm, để thầy cô được ""điểm danh"" từng lứa học trò của mình, còn chúng ta có dịp được sống lại những khoảnh khắc vô ưu vô lo thời đi học...

Thực sự với những lứa học trò đã ra trường, những dịp ntn thực sự chẳng còn nặng nề quà cáp giá trị, nhưng lại càng đòi hỏi sẽ phải lựa chọn sao để món quà phải thật phù hợp và đủ tinh tế ^^

Mình vừa tìm được một gợi ý rất tuyệt làm quà tặng các thầy cô, vừa đủ lịch sự trang trọng, vừa đủ gần gũi thân thương, lại thiết thực và tinh tế dành tặng thầy cô giáo của bố mẹ hay của các con, thầy cô đủ mọi lứa tuổi, giới tính, sở thích...đều đảm bảo hợp ❤️❤️❤️ Đây là 2 set trà của Lipton, phiên bản đặc biệt và cao cấp, với 2 phiên bản:

👉 Hộp quà gồm Trà English Breakfast & Trà Early Grey: https://bit.ly/2pLVRCY
👉 Hộp quà gồm Trà Peppermint & Trà Thảo Mộc Chamomile: https://bit.ly/2pLVRCY

Từng set có hộp tone vàng nhẹ nhàng những vẫn nổi bật, giá lại cực kỳ hợp lý, chắc chỉ bằng 1/4 bó hoa tươi mua những ngày này... vậy là dù chẳng nặng nề vật chất, nhưng vẫn đảm bảo ấm áp (cả nghĩa đen lẫn nghĩa bóng hihi) ⭐️

Từ những hộp quà ntn trao tay, mong là sẽ có thật nhiều nụ cười được trao đi, và đầy ắp kỷ niệm lại ùa về, nhé!

❤ ❤ ❤️",100001261711300,2018-11-13 17:00:00,5,12,197,214,"['😅', '😀', '😅', '❤', '❤', '❤', '👉', '👉', '⭐', '❤', '❤', '❤']",[],"['https://bit.ly/2pLVRCY', 'https://bit.ly/2pLVRCY']",thứ tuần sau là ngày nhà giáo việt nam rồi và không phải mỗi việt nam mới có ngày tri ân các nhà giáo ở mỹ cũng có national teacher day vào ngày thứ tuần đầu tiên của tháng hàng năm chính thức bắt đầu từ năm không biết các bạn có giống mình không nhưng hồi còn đi học cảm giác của mình về ngày chỉ đơn giản là có ngày được thấy thầy cô giáo cười nhiều hơn bình thường dễ tính và đáng yêu hơn bình thường dễ xin xỏ nghỉ tiết để hát hò vui chơi hoặc không thì tập duyệt văn nghệ rõ là mệt nhưng càng lớn hơn càng rời xa trường học ra với trường đời chỉ mong ngóng đến ngày để bạn bè được tụ tập và cả năm vùi đầu vào công việc thì có vài ngày của tháng để ngồi lại ôn lại bao nhiêu kỷ niệm ô mai bọ xít thật xa mà cũng rất đỗi gần gũi với các thầy cô giáo cũ có thể đâu đó mọi người cả phụ huynh học sinh lẫn giáo viên đều đang khiến ngày này trở nên xấu xí và mất đi ý nghĩa ban đầu của nó nhưng mình tin rằng với rất nhiều thế hệ giáo viên học sinh đây vẫn là một dịp tuyệt vời trong năm để thầy cô được điểm danh từng lứa học trò của mình còn chúng ta có dịp được sống lại những khoảnh khắc vô ưu vô lo thời đi học thực sự với những lứa học trò đã ra trường những dịp ntn thực sự chẳng còn nặng nề quà cáp giá trị nhưng lại càng đòi hỏi sẽ phải lựa chọn sao để món quà phải thật phù hợp và đủ tinh tế mình vừa tìm được một gợi ý rất tuyệt làm quà tặng các thầy cô vừa đủ lịch sự trang trọng vừa đủ gần gũi thân thương lại thiết thực và tinh tế dành tặng thầy cô giáo của bố mẹ hay của các con thầy cô đủ mọi lứa tuổi giới tính sở thích đều đảm bảo hợp đây là set trà của lipton phiên bản đặc biệt và cao cấp với phiên bản hộp quà gồm trà english breakfast trà early grey hộp quà gồm trà peppermint trà thảo mộc chamomile từng set có hộp tone vàng nhẹ nhàng những vẫn nổi bật giá lại cực kỳ hợp lý chắc chỉ bằng bó hoa tươi mua những ngày này vậy là dù chẳng nặng nề vật chất nhưng vẫn đảm bảo ấm áp cả nghĩa đen lẫn nghĩa bóng hihi từ những hộp quà ntn trao tay mong là sẽ có thật nhiều nụ cười được trao đi và đầy ắp kỷ niệm lại ùa về nhé,24.80578085106383
100001261711300_2106536972731673,"Ôi những ngày quay như chong chóng... lại thèm được về những miền quê, lang thang với cỏ cây, bò, lợn... trẻ con được thoả sức chạy chơi, người lớn được thảnh thơi hít thở ☺️

Nhưng thôi, ko ngồi 1 chỗ than vãn nữa! Nghĩ tích cực thì phải thấy cảm ơn những bận rộn và áp lực, bởi nhờ có nó, mình mới thực sự thấy biết ơn và trân quý những khoảnh khắc xanh mướt, thong dong như thế này ❤️❤️❤️",100001261711300,2018-11-13 17:00:00,11,1,860,872,"['☺', '❤', '❤', '❤']",[],[],ôi những ngày quay như chong chóng lại thèm được về những miền quê lang thang với cỏ cây bò lợn trẻ con được thỏa sức chạy chơi người lớn được thảnh thơi hít thở nhưng thôi ko ngồi chỗ than vãn nữa nghĩ tích cực thì phải thấy cảm ơn những bận rộn và áp lực bởi nhờ có nó mình mới thực sự thấy biết ơn và trân quý những khoảnh khắc xanh mướt thong dong như thế này,10.504346153846154
100001261711300_2106089826109721,"Gom chung ghế salon cho các bạn nhỏ :)

Tính đến hôm nay, bao gồm cả 3 cái mà Daisy Bánh Mì Bơ đang ngồi, tớ đã đc các bạn nhờ mua hơn 20 chiếc này, cho nhà, cho khu vui chơi, cho góc đọc sách của trường Mầm Non nữa :) Do sức người có hạn, và thời gian cũng vô cùng eo hẹp, tớ không trả lời inbox riêng đc xuể... nên tớ gom chung các bạn cần mua tại đây nhé :)

Ghế này là em gái tớ, Dì Thuý Vi của Daisy Bánh Mì Bơ order về, giá là 600k/chiếc bao gồm freeship nội thành Hà Nội. Mình đã tham khảo rất nhiều nơi thì 1 là đắt hơn, hoặc nếu giá bằng thì tiền ship toàn 80-100k :( Nên mới cắt cử dì Vi order riêng về là vì thế....

Link đăng ký thông tin mua ghế ở đây ạ: https://docs.google.com/forms/d/e/1FAIpQLSeodzWya3u2D1TrAVwDOzcoGhGSB_iqBU2GGfn1N0TctCwaqw/viewform?fbclid=IwAR2vqjk3tE76_Ke6ccUfPtwy7mxxQOfVzbs4AOgJG9pAd1MYPicxtyyq4kE

Ghế rất vừa tầm với các bạn nhỏ, chắc chắn nhưng cũng rất êm, ngồi chơi, xem TV, đọc sách, thư giãn... đều hợp :) Đích thị là những chiếc ghế salon của riêng các bạn ấy!

Đợt này mình order gần 40c cho 2 trường mầm non và 1 khu vui chơi trẻ em, nên bạn nào cần mua cùng thì đki ở link phía trên để em Vi tổng hợp cho tiện nhé. <3 <3 <3",100001261711300,2018-11-13 17:00:00,103,17,550,670,[],[],['https://docs.google.com/forms/d/e/1FAIpQLSeodzWya3u2D1TrAVwDOzcoGhGSB_iqBU2GGfn1N0TctCwaqw/viewform?fbclid=IwAR2vqjk3tE76_Ke6ccUfPtwy7mxxQOfVzbs4AOgJG9pAd1MYPicxtyyq4kE'],gom chung ghế salon cho các bạn nhỏ tính đến hôm nay bao gồm cả cái mà daisy bánh mì bơ đang ngồi tớ đã đc các bạn nhờ mua hơn chiếc này cho nhà cho khu vui chơi cho góc đọc sách của trường mầm non nữa do sức người có hạn và thời gian cũng vô cùng eo hẹp tớ không trả lời inbox riêng đc xuể nên tớ gom chung các bạn cần mua tại đây nhé ghế này là em gái tớ dì thúy vi của daisy bánh mì bơ order về giá là chiếc bao gồm freeship nội thành hà nội mình đã tham khảo rất nhiều nơi thì là đắt hơn hoặc nếu giá bằng thì tiền ship toàn k nên mới cắt cử dì vi order riêng về là vì thế link đăng ký thông tin mua ghế ở đây ạ ghế rất vừa tầm với các bạn nhỏ chắc chắn nhưng cũng rất êm ngồi chơi xem tv đọc sách thư giãn đều hợp đích thị là những chiếc ghế salon của riêng các bạn ấy đợt này mình order gần cho trường mầm non và khu vui chơi trẻ em nên bạn nào cần mua cùng thì đki ở link phía trên để em vi tổng hợp cho tiện nhé < < <,15.87360625
100001261711300_2105382966180407,"Hơn 30 năm cuộc đời, bôn ba cũng nhiều nơi mà gặp cũng không ít người… mình càng ngày càng tin rằng những người xấu, hay ghen ghét đố kỵ, hay nhìn mọi chuyện với lăng kính thật khắc nghiệt và đầy hận thù, có lẽ đều là bởi họ đang rất cô đơn, và không được sống trong tình yêu thương…

Từ những người bình thường tới những tên tội phạm, từ ông trông xe xấu tính, hay đâm thủng lốp hoặc cào xước xe của những người không chịu trả tiền cho ông ấy trông xe, đến những thầy cô giáo bạo hành với học sinh trên lớp, những vị cán bộ công chức hay cau có và bắt nạt người dân, hay những người rảnh việc chỉ chăm chăm đi bới móc đời tư và đặt điều nói xấu người khác… hay như gần đây nhất là vụ việc 1 người gốc Việt tại Úc đã gài kim khâu vào những quả dâu tây để trả thù nông trại mà bà ta đang làm việc... bạn cũng có thể nghĩ tới những người đã từng đối xử không tốt với bạn... tất cả những con người ấy đều có thể đang cô đơn ở một góc nào đó trong tâm hồn mình và chẳng được yêu thương đủ… Có thể họ đang phải sống một mình, đang trải qua những biến cố không mong muốn của cuộc đời, đang bị người thân yêu quay lưng, hoặc phải sống quá lâu với những điều xấu xí…

Ngay cả với chính mình, ở những khoảnh khắc cùng cực của nồi buồn đau, tuy không làm điều xấu xa với ai nhưng đã từng có những suy nghĩ rất tiêu cực, tiêu cực đến mức muốn tự làm đau chính bản thân mình!

Ngày hôm nay, mình vừa biết tin một sản phụ suýt nữa đã hành hung người chồng rồi tự kết thúc cuộc sống của mình và đứa con trong bụng… và cũng vừa trải qua nhiều sự phiền toái không đáng có khi bị một người khác đặt điều nói xấu… Cả 2 người ấy đều có 1 điểm chung, là họ đang rất bất hạnh với cuộc sống riêng, đều đang bị phản bội…

Cuộc sống thực sự quá ngắn để sống trong cô đơn và bị bao vây bởi những suy nghĩ, toan tính tiêu cực… Mình tin là không có nỗi đau nào là không thể vượt qua, chỉ cần chúng ta chịu đứng dậy, mở cửa sổ của căn phòng và mở cả lòng mình, bước ra với thiên nhiên, với cuộc đời… Biết cách tự tìm niềm vui và cảm hứng cho bản thân, biết trân trọng những mối quan hệ chất lượng dù ít, biết dừng lại, lắng nghe… thì sẽ rất khó để thành người xấu được ấy <3

Mình đã có cái nhìn bớt khắt khe và tiêu cực hơn khi không may gặp phải những-người-chưa-đẹp, là bởi mình may mắn được sống trong tình yêu thương của gia đình, và những người xung quanh… Vậy nên, mình nghĩ cách hiệu quả nhất để giảm số lượng những-người-chưa-đẹp, có lẽ nên xuất phát chính chúng ta, hãy quan tâm, chia sẻ nhiều hơn, dành nhiều tình yêu thương và bao dung hơn với mỗi người chúng ta có cơ hội gặp gỡ trên cuộc đời này…

* Tấm ảnh này có lẽ phù hợp nhất để minh hoạ về tình yêu thương mà mình đang may mắn có được... Đây là lúc đang chuyển dạ khi sinh bạn Bơ. Lúc này mình đang đau nhất, đau đến mức mồ hôi toát ra ướt áo, người chuẩn bị lịm đi vì quá mệt, trước đó đã đau suốt 6 tiếng đồng hồ rồi, sau lúc này là bác sĩ phải cho thở oxy... Mình đẻ thường, lúc ấy đã là 42 tuần, quá 2 tuần rồi, mình chọn không gây tê màng cứng, lại phải truyền thêm oxytocyn là thuốc kích thích cơn co tử cung, nôm na là kích kẻ, tạo cơn co nghĩa là cơn đau đẻ, để có thể đẻ thường mà không phải mổ... Người duy nhất ở bên cạnh mình lúc ấy, cũng là người đang đan ngón tay vào bàn tay mình, nắm chặt lấy tay mình và nói mấy câu ""cố lên"" hay chính xác là gì mình cũng không đủ tỉnh táo để nhớ nổi... Nhưng mình chỉ biết rằng đây là người yêu mình thật nhiều, lo lắng và chăm sóc cho mình thật nhiều, và mình sẽ phải gắng sức để vì người ấy mà vượt qua.... Tình yêu thương từ gia đình, sự ấm áp của tiếng cười con trẻ, đã giúp mình luôn tự dặn, phải sống tích cực và tử tế hơn, mỗi ngày...",100001261711300,2018-11-12 17:00:00,49,169,2575,2793,[],[],[],hơn năm cuộc đời bôn ba cũng nhiều nơi mà gặp cũng không ít người mình càng ngày càng tin rằng những người xấu hay ghen ghét đố kỵ hay nhìn mọi chuyện với lăng kính thật khắc nghiệt và đầy hận thù có lẽ đều là bởi họ đang rất cô đơn và không được sống trong tình yêu thương từ những người bình thường tới những tên tội phạm từ ông trông xe xấu tính hay đâm thủng lốp hoặc cào xước xe của những người không chịu trả tiền cho ông ấy trông xe đến những thầy cô giáo bạo hành với học sinh trên lớp những vị cán bộ công chức hay cau có và bắt nạt người dân hay những người rảnh việc chỉ chăm chăm đi bới móc đời tư và đặt điều nói xấu người khác hay như gần đây nhất là vụ việc người gốc việt tại úc đã gài kim khâu vào những quả dâu tây để trả thù nông trại mà bà ta đang làm việc bạn cũng có thể nghĩ tới những người đã từng đối xử không tốt với bạn tất cả những con người ấy đều có thể đang cô đơn ở một góc nào đó trong tâm hồn mình và chẳng được yêu thương đủ có thể họ đang phải sống một mình đang trải qua những biến cố không mong muốn của cuộc đời đang bị người thân yêu quay lưng hoặc phải sống quá lâu với những điều xấu xí ngay cả với chính mình ở những khoảnh khắc cùng cực của nồi buồn đau tuy không làm điều xấu xa với ai nhưng đã từng có những suy nghĩ rất tiêu cực tiêu cực đến mức muốn tự làm đau chính bản thân mình ngày hôm nay mình vừa biết tin một sản phụ suýt nữa đã hành hung người chồng rồi tự kết thúc cuộc sống của mình và đứa con trong bụng và cũng vừa trải qua nhiều sự phiền toái không đáng có khi bị một người khác đặt điều nói xấu cả người ấy đều có điểm chung là họ đang rất bất hạnh với cuộc sống riêng đều đang bị phản bội cuộc sống thực sự quá ngắn để sống trong cô đơn và bị bao vây bởi những suy nghĩ toan tính tiêu cực mình tin là không có nỗi đau nào là không thể vượt qua chỉ cần chúng ta chịu đứng dậy mở cửa sổ của căn phòng và mở cả lòng mình bước ra với thiên nhiên với cuộc đời biết cách tự tìm niềm vui và cảm hứng cho bản thân biết trân trọng những mối quan hệ chất lượng dù ít biết dừng lại lắng nghe thì sẽ rất khó để thành người xấu được ấy < mình đã có cái nhìn bớt khắt khe và tiêu cực hơn khi không may gặp phải những người chưa đẹp là bởi mình may mắn được sống trong tình yêu thương của gia đình và những người xung quanh vậy nên mình nghĩ cách hiệu quả nhất để giảm số lượng những người chưa đẹp có lẽ nên xuất phát chính chúng ta hãy quan tâm chia sẻ nhiều hơn dành nhiều tình yêu thương và bao dung hơn với mỗi người chúng ta có cơ hội gặp gỡ trên cuộc đời này tấm ảnh này có lẽ phù hợp nhất để minh họa về tình yêu thương mà mình đang may mắn có được đây là lúc đang chuyển dạ khi sinh bạn bơ lúc này mình đang đau nhất đau đến mức mồ hôi toát ra ướt áo người chuẩn bị lịm đi vì quá mệt trước đó đã đau suốt tiếng đồng hồ rồi sau lúc này là bác sĩ phải cho thở oxy mình đẻ thường lúc ấy đã là tuần quá tuần rồi mình chọn không gây tê màng cứng lại phải truyền thêm oxytocyn là thuốc kích thích cơn co tử cung nôm na là kích kẻ tạo cơn co nghĩa là cơn đau đẻ để có thể đẻ thường mà không phải mổ người duy nhất ở bên cạnh mình lúc ấy cũng là người đang đan ngón tay vào bàn tay mình nắm chặt lấy tay mình và nói mấy câu cố lên hay chính xác là gì mình cũng không đủ tỉnh táo để nhớ nổi nhưng mình chỉ biết rằng đây là người yêu mình thật nhiều lo lắng và chăm sóc cho mình thật nhiều và mình sẽ phải gắng sức để vì người ấy mà vượt qua tình yêu thương từ gia đình sự ấm áp của tiếng cười con trẻ đã giúp mình luôn tự dặn phải sống tích cực và tử tế hơn mỗi ngày,38.28212878560719
100001261711300_2105063242879046,"Đã làm việc gì, dù nhỏ, cũng cần phải tập trung nhé! Bao gồm cả tô tượng í 😅",100001261711300,2018-11-12 17:00:00,17,2,1358,1377,['😅'],[],[],đã làm việc gì dù nhỏ cũng cần phải tập trung nhé bao gồm cả tô tượng í,5.416975
100001261711300_2104865236232180,"Người lớn vẫn cần mộng mơ!

Và đây đích thị là chiếc chìa khoá mở ra thật nhiều mơ mộng ❤️❤️❤️

Đố cả nhà đoán đc công dụng thực sự của chiếc chìa này hihi 😍",100001261711300,2018-11-12 17:00:00,8,0,268,276,"['❤', '❤', '❤', '😍']",[],[],người lớn vẫn cần mộng mơ và đây đích thị là chiếc chìa khóa mở ra thật nhiều mơ mộng đố cả nhà đoán đc công dụng thực sự của chiếc chìa này hihi,10.239033333333332
100001261711300_2104786076240096,"Đây là một trong những sự kiện mà cả nhà mình mong chờ nhất, được tổ chức duy nhất 1 năm 1 lần thôi :( Năm ngoái, bạn nào đã tới với KHOE chắc chắn đều ấn tượng với không gian 100% dành cho trẻ con. 100% háo hức, 100% hồn nhiên <3

Năm nay, Mầm Nhỏ rất tự hào trở thành đơn vị bảo trợ truyền thông chính thức của KHOE, chúng mình sẽ liên tục cập nhật những thông tin mới nhất của KHOE để chia sẻ kịp thời với các bạn nhé <3 Đồng thời, cũng sẽ có kha khá phần vé giveaway hoàn toàn miễn phí dành tặng các bố mẹ và các bạn nhỏ vẫn luôn tin yêu và đồng hành với Mầm Nhỏ trong thời gian vừa qua <3",100001261711300,2018-11-12 17:00:00,36,19,229,284,[],[],[],đây là một trong những sự kiện mà cả nhà mình mong chờ nhất được tổ chức duy nhất năm lần thôi năm ngoái bạn nào đã tới với khoe chắc chắn đều ấn tượng với không gian dành cho trẻ con háo hức hồn nhiên < năm nay mầm nhỏ rất tự hào trở thành đơn vị bảo trợ truyền thông chính thức của khoe chúng mình sẽ liên tục cập nhật những thông tin mới nhất của khoe để chia sẻ kịp thời với các bạn nhé < đồng thời cũng sẽ có kha khá phần vé giveaway hoàn toàn miễn phí dành tặng các bố mẹ và các bạn nhỏ vẫn luôn tin yêu và đồng hành với mầm nhỏ trong thời gian vừa qua <,10.650602127659575
100001261711300_2103750769676960,"Mình chỉ là 1 người mẹ, không phải chuyên gia ăn dặm hay chuyên gia dinh dưỡng hay bất kỳ chuyên gia gì... Mình chỉ quan sát 3 bạn nhỏ nhà mình hàng ngày trong suốt 6 năm vừa qua, và mình thấy việc tạo điều kiện cho các bạn nhỏ TỰ ĂN (ăn chủ động) thực sự rất rất nhiều lợi ích:

- Tự do khám phá thức ăn theo cách của các bạn ấy
- Yêu thích và háo hức với việc ăn uống
- Chủ động ăn đủ lượng cần thiết
- Kỹ năng nhai được phát triển từ sớm. Đây cũng là nền tảng giúp việc tập phát âm, tập nói sau này thuận lợi hơn, bởi đều là những chuyển động của xương hàm.
- Kỹ năng vận động tinh của ngón tay, phối hợp tay-mắt cũng đc rèn luyện...

Chưa kể việc tự ăn cũng sẽ giúp bố mẹ rảnh tay, để cả nhà cùng tận hưởng bữa ăn, ko có cảnh 1 người bị cắt cử ra xúc xúc cả buổi...

Bơ đã tốt nghiệp bài bốc cũng lâu lâu rồi, từ mai sẽ tập thìa dĩa nhé 😍",100001261711300,2018-11-11 17:00:00,84,37,1216,1337,['😍'],[],[],mình chỉ là người mẹ không phải chuyên gia ăn dặm hay chuyên gia dinh dưỡng hay bất kỳ chuyên gia gì mình chỉ quan sát bạn nhỏ nhà mình hàng ngày trong suốt năm vừa qua và mình thấy việc tạo điều kiện cho các bạn nhỏ tự ăn ăn chủ động thực sự rất rất nhiều lợi ích tự do khám phá thức ăn theo cách của các bạn ấy yêu thích và háo hức với việc ăn uống chủ động ăn đủ lượng cần thiết kỹ năng nhai được phát triển từ sớm đây cũng là nền tảng giúp việc tập phát âm tập nói sau này thuận lợi hơn bởi đều là những chuyển động của xương hàm kỹ năng vận động tinh của ngón tay phối hợp tay mắt cũng đc rèn luyện chưa kể việc tự ăn cũng sẽ giúp bố mẹ rảnh tay để cả nhà cùng tận hưởng bữa ăn ko có cảnh người bị cắt cử ra xúc xúc cả buổi bơ đã tốt nghiệp bài bốc cũng lâu lâu rồi từ mai sẽ tập thìa dĩa nhé,12.903782119205298
